Sr.No,Round ??,Institute ??,Program ??,Stream ??,Quota ??,Category ??,Seat Gender ??,Opening Rank ??,Closing Rank ??,Remark ??
1192,Round 1,"Lucknow University, Lucknow",Computer Science and Engineering,B.Tech,Home State,ST(Girl),Female Seats,570131,570131,Fresh Only
1193,Round 1,"Lucknow University, Lucknow",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,201293,325464,Fresh Only
1194,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,216500,238476,Fresh Only
1195,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,450019,498161,Fresh Only
1196,Round 1,"MAHARANA PRATAP INSTITUE OF TECHNOLOGY, GORAKHPUR",Artificial Intelligence And Machine Learning,B.Tech,Home State,OPEN,Both Male and Female Seats,710743,1411576,Fresh Only
1197,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY,JHANSI",Artificial Intelligence And Machine Learning,B.Tech,Home State,BC(Girl),Female Seats,99572,108725,Fresh Only
1198,Round 1,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,492163,699855,Fresh Only
1199,Round 1,"Lucknow University, Lucknow",Computer Science & Engineering (Artificial Intelligence),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,123555,130791,Fresh Only
1200,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,1231431,1231431,Fresh Only
1201,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,SITAPUR",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,639743,1120190,Fresh Only
1202,Round 1,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,497575,801864,Fresh Only
1203,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Electronics and Communication Engineering,B.Tech,Home State,EWS(GL),Female Seats,272264,293888,Fresh Only
1204,Round 1,"BHARAT RATNA SARDAR VALLABHBHAI PATEL RAJKIYA ENGINEERING COLLEGE, BASTI",Civil Engineering,B.Tech,Home State,EWS(GL),Female Seats,1320241,1320241,Fresh Only
1205,Round 1,"ASHOKA INSTITUTE OF TECHNOLOGY & MANAGEMENT,VARANASI",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,1131402,1242047,Fresh Only
1206,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,SC(Girl),Female Seats,364987,1147573,Fresh Only
1207,Round 1,"VISHVESHWARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,268462,1103200,Fresh Only
1208,Round 1,"DR. K.N. MODI INSTITUTE OF ENGG. & TECHNOLOGY,GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(GIRL),Female Seats,771857,771857,Fresh Only
1209,Round 1,"MAA PATESHWARI DEVI RAJKIYA ENGINEERING COLLEGE, GONDA",Mechanical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,1137907,1223201,Fresh Only
1210,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Mechanical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,328228,661907,Fresh Only
1211,Round 1,"KRISHNA INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,273018,1107781,Fresh Only
1212,Round 1,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Electrical & Electronics Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,699078,1038012,Fresh Only
1213,Round 1,"RAJKIYA ENGINEERING COLLEGE,SONEBHADRA",Electronics Engineering,B.Tech,Home State,BC,Both Male and Female Seats,296766,356910,Fresh Only
1214,Round 1,"DR.AMBEDKAR INSTITUTE OF TECHNOLOGY FOR DIVYANGJAN, U.P., KANPUR",Electronics Engineering,B.Tech,Home State,SC(Girl),Female Seats,455629,525082,Fresh Only
1215,Round 1,"ABES INSTITUTE OF TECHNOLOGY,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,641559,1256783,Fresh Only
1216,Round 1,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,486988,681228,Fresh Only
1217,Round 1,"Lucknow University, Lucknow",Computer Science and Engineering,B.Tech,Home State,EWS(AF),Both Male and Female Seats,239875,239875,Fresh Only
1218,Round 1,"UNITED COLLEGE OF ENGINEERING & RESEARCH,ALLAHABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(GL),Female Seats,662197,1474250,Fresh Only
1219,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,383025,734174,Fresh Only
1220,Round 1,Ch. Charan Singh University Campus (SCRIET) Meerut,Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,114609,294090,Fresh Only
1221,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering(Self Finance),B.Tech,Home State,BC,Both Male and Female Seats,41969,50266,Fresh Only
1222,Round 1,"R.V.INSTITUTE OF TECHNOLOGY,BIJNAUR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,390862,1280515,Fresh Only
1223,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,SC(Girl),Female Seats,237927,377957,Fresh Only
1224,Round 1,"R.R.INSTITUTE OF MODERN TECHNOLOGY,LUCKNOW",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,245752,688576,Fresh Only
1225,Round 1,"UNITED COLLEGE OF ENGINEERING & RESEARCH,ALLAHABAD",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1075222,1075222,Fresh Only
1226,Round 1,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,310598,406600,Fresh Only
1227,Round 1,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,BC(Girl),Female Seats,496480,596991,Fresh Only
1228,Round 1,"B.S.A. COLLEGE OF ENGINEERING & TECHNOLOGY,MATHURA",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1059453,1337755,Fresh Only
1229,Round 1,"CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING & TECHNOLOGY (CIPET), LUCKNOW",Plastic Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,297836,1451188,Fresh Only
1230,Round 1,"APEX INSTITUTE OF TECHNOLOGY,RAMPUR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,887661,887661,Fresh Only
1231,Round 1,"VIVEKANANDA COLLEGE OF TECHNOLOGY & MANAGEMENT,ALIGARH",Agriculture Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1464094,1464094,Fresh Only
1232,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,33959,50510,Fresh Only
1233,Round 1,"MORADABAD INSTITUTE OF TECHNOLOGY,MORADABAD",Civil Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,589919,589919,Fresh Only
1234,Round 1,"Dr. Shakuntala Misra National Rehabilitation University, Lucknow",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,666585,798808,Fresh Only
1235,Round 1,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN,Both Male and Female Seats,133491,1167268,Fresh Only
1236,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,444334,444334,Fresh Only
1237,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,159572,299599,Fresh Only
1238,Round 1,"DRONACHARYA GROUP OF INSTITUTIONS,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,402504,1206375,Fresh Only
1239,Round 1,"Lucknow University, Lucknow",Civil Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,400371,400371,Fresh Only
1240,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,63921,245163,Fresh Only
1241,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Biotechnology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,417673,1062867,Fresh Only
1242,Round 1,"SAMRAT ASHOK RAJKIYA ENGINEERING COLLEGE, MIRZAPUR",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,206326,389852,Fresh Only
1243,Round 1,"R.V.INSTITUTE OF TECHNOLOGY,BIJNAUR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,348441,1468338,Fresh Only
1244,Round 1,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,1366127,1366127,Fresh Only
1245,Round 1,"BHARAT RATNA SARDAR VALLABHBHAI PATEL RAJKIYA ENGINEERING COLLEGE, BASTI",Electronics Engineering,B.Tech,Home State,BC,Both Male and Female Seats,557927,707272,Fresh Only
1246,Round 1,"B.B.S.COLLEGE OF ENGGINERING AND TECHNOLOGY,ALLAHABAD",Electrical & Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,609022,609022,Fresh Only
1247,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Civil Engineering,B.Tech,Home State,BC(Girl),Female Seats,650342,866388,Fresh Only
1248,Round 1,Ch. Charan Singh University Campus (SCRIET) Meerut,Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,306969,340566,Fresh Only
1249,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Internet Of Things),B.Tech,Home State,BC(Girl),Female Seats,1114336,1228108,Fresh Only
1250,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,116607,286127,Fresh Only
1251,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science),B.Tech,Home State,EWS(GL),Female Seats,494966,524201,Fresh Only
1252,Round 1,"UTTAR PRADESH TEXTILE TECHNOLOGY INSTITUTE,KANPUR",Textile Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,193648,394339,Fresh Only
1253,Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,381259,393902,Fresh Only
1254,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,SC,Both Male and Female Seats,481643,1325569,Fresh Only
1255,Round 1,"ISABELLA THOBURN COLLEGE (PROFESSIONAL STUDIES),LUCKNOW",Computer Science Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,487067,487067,Fresh Only
1256,Round 1,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET),LUCKNOW",Mechanical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1382020,1382020,Fresh Only
1257,Round 1,"I.T.S. ENGG.COLLEGE,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1296992,1296992,Fresh Only
1258,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,123344,123344,Fresh Only
1259,Round 1,"G.L. BAJAJ INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Electrical & Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,175976,362494,Fresh Only
1260,Round 1,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,201285,326382,Fresh Only
1261,Round 1,"MADHU VACHASPATI INSTITUTE OF ENGINEERING & TECHNOLOGY,KAUSHAMBI",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,832809,832809,Fresh Only
1262,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science),B.Tech,Home State,BC,Both Male and Female Seats,462466,591378,Fresh Only
1263,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Computer Science Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,206929,220144,Fresh Only
1264,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,124898,135003,Fresh Only
1265,Round 1,"D. D. U. Gorakhpur University, Gorakhpur",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,334350,334350,Fresh Only
1266,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,B.Tech,Home State,ST,Both Male and Female Seats,424893,539963,Fresh Only
1267,Round 1,"SETH VISHAMBHAR NATH INSTITUTE OF ENGG. & TECHNOLOGY,BARABANKI",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,913168,913168,Fresh Only
1268,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY,JHANSI",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,77923,87494,Fresh Only
1269,Round 1,"AJAY KUMAR GARG ENGG. COLLEGE,GHAZIABAD",Mechanical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,507616,739382,Fresh Only
1270,Round 1,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,92666,119736,Fresh Only
1271,Round 1,Ch. Charan Singh University Campus (SCRIET) Meerut,Computer Science,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,233659,257010,Fresh Only
1272,Round 1,"RAJ KUMAR GOEL INSTT. OF TECHNOLOGY,GHAZIABAD",Computer Science And Engineering(Data Science),B.Tech,Home State,EWS(GL),Female Seats,1157633,1275629,Fresh Only
1273,Round 1,"RAJARSHI RANANJAY SINGH INSTITUTE OF MANAGEMENT & TECHNOLOGY,SULTANPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,544572,994068,Fresh Only
1274,Round 1,"ESHAN COLLEGE OF ENGINEERING,MATHURA",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,1284653,1284653,Fresh Only
1275,Round 1,"INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,740217,926008,Fresh Only
1276,Round 1,"KALICHARAN NIGAM INSTITUTE OF TECHNOLOGY,BANDA",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,1234637,1234637,Fresh Only
1277,Round 1,"INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Automobile Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,657456,657456,Fresh Only
1278,Round 1,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Information Technology,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,164985,164985,Fresh Only
1279,Round 1,"S.D.COLLEGE OF ENGINEERING & TECHNOLOGY,MUZAFFARNAGAR",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,1281143,1382134,Fresh Only
1280,Round 1,"ALLENHOUSE INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,257006,1448664,Fresh Only
1281,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,Home State,BC(AF),Both Male and Female Seats,126672,144873,Fresh Only
1282,Round 1,"Dr. Rammanohar Lohia Avadh University, Faizabad",Information Technology,B.Tech,Home State,SC(Girl),Female Seats,671929,964857,Fresh Only
1283,Round 1,"RAJKIYA ENGINEERING COLLEGE,KANNAUJ",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,322281,337376,Fresh Only
1284,Round 1,"PRANVEER SINGH INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,406693,812752,Fresh Only
1285,Round 1,"GREATER NOIDA INSTITUTE OF TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science & Engineering (Cyber Security),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,802282,1184466,Fresh Only
1286,Round 1,"BHARAT INSTITUTE OF TECHNOLOGY,MEERUT",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,945620,1264511,Fresh Only
1287,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,166062,190783,Fresh Only
1288,Round 1,"ABES ENGG.COLLEGE,GHAZIABAD",Electrical and Computer Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,1100796,1100796,Fresh Only
1289,Round 1,"SHRI RAM SWAROOP MEMORIAL COLLEGE OF ENGG. & MANAGEMENT,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,89022,646468,Fresh Only
1290,Round 1,"NOIDA INSTITUTE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,363126,542108,Fresh Only
1291,Round 1,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science,B.Tech,Home State,EWS(GL),Female Seats,1246868,1246868,Fresh Only
1292,Round 1,"APOLLO INSTITUTE OF TECHNOLOGY,KANPUR",Electrical & Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,788381,1015428,Fresh Only
1293,Round 1,"LLOYD INSTITUTE OF MANAGEMENT & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,1256240,1256240,Fresh Only
1294,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC(AF),Both Male and Female Seats,239925,276158,Fresh Only
1295,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Information Technology,B.Tech,Home State,SC,Both Male and Female Seats,441198,669412,Fresh Only
1296,Round 1,"GOEL INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,234580,680173,Fresh Only
1297,Round 1,"RAJKIYA ENGINEERING COLLEGE,AMBEDKAR NAGAR",Electrical Engineering,B.Tech,Home State,SC(Girl),Female Seats,742541,1312966,Fresh Only
1298,Round 1,"Khwaja Moinuddin Chishti Language University, Lucknow",Automotion & Robotics,B.Tech,Home State,BC(Girl),Female Seats,739690,765889,Fresh Only
1299,Round 1,Ch. Charan Singh University Campus (SCRIET) Meerut,Information Technology,B.Tech,Home State,SC(Girl),Female Seats,390220,769146,Fresh Only
1300,Round 1,"MG INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,978203,978203,Fresh Only
1301,Round 1,"Lucknow University, Lucknow",Computer Science & Engineering (Artificial Intelligence),B.Tech,Home State,BC,Both Male and Female Seats,125556,136041,Fresh Only
1302,Round 1,"J.S.S. ACADEMY OF TECHNICAL EDUCATION,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,57304,99051,Fresh Only
1303,Round 1,"CENTRE FOR ADVANCE STUDIES,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(Girl),Female Seats,112778,134064,Fresh Only
1304,Round 1,Ch. Charan Singh University Campus (SCRIET) Meerut,Agriculture Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,362300,768997,Fresh Only
1305,Round 1,"INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Chemical Engineering,B.Tech,Home State,SC(Girl),Female Seats,219911,271767,Fresh Only
1306,Round 1,"BUNDELKHAND INSTITUTE OF ENGINEERING & TECHNOLOGY,JHANSI",Information Technology,B.Tech,Home State,BC(AF),Both Male and Female Seats,121721,121721,Fresh Only
1307,Round 1,"MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Biotechnology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,567012,567012,Fresh Only
1308,Round 1,"KIET GROUP OF INSTITUTIONS(KRISHNA INSTT. OF ENGG. & TECHNOLOGY),GHAZIABAD",Mechanical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,178296,244631,Fresh Only
1309,Round 1,"BHARAT RATNA BABA SAHEB BHIM RAO AMBEDKAR RAJKIYA ENGINEERING COLLEGE, PRATAPGARH",Civil Engineering,B.Tech,Home State,SC,Both Male and Female Seats,1379706,1379706,Fresh Only
